Product_Description,Product_Type,Sentiment
even security guard austin enjoy ipad time. #sxsw (cc {link},6,3
pick great unlockable deal checking place google latitude [apps] {link} #googleblog #sxsw #vip,5,3
who's going #sxsw? apple store there....{link} #aapl,2,3
well #sxsw ipad commercial ... want minimize wear tear laptop.,9,2
temporary pop shop #apple #sxsw nice flipboard upgrade,9,3
marissa mayer: google connect digital &amp; physical world mobile {link} #mobile #sxsw,9,2
"#google launch major new social network called #circles, possibly today {link} #sxsw",9,2
nice gesture - #lonely-planet make #austin guide iphone free #sxsw {link},7,3
"great location choice, nice timing ipad2 launch: #apple, #hp 'popping' #sxsw {link}",6,3
we're live! come get android check u out! {link} #sxsw #android,0,3
google possibly launching social medium service - again... #sxsw {link},5,1
.@mention team android #sxsw party detail {link} &lt;---note video showing close rainey st acc,9,2
"&quot;iava want google nonprofits.&quot; / yes, b/c #vets deserve nothing less! #sxsw #letshookup",3,2
i28: want blood - got {link} [codes valid: 8:00-11:59:59p 03/13/11] #infektd #sxsw #zomb,9,2
put old gen ipad down! #sxsw,9,2
anyone line temporary apple store austin idea till late they'll open tonight? #sxsw,9,2
"yup. woke iphone finished recharging. mean got enough sleep last night, right? #sxsw",9,2
"come party w/ google tonight #sxsw: {link} bands, food, art, ice cream, nifty interactive maps!",9,2
went apple store (kingston) friend #sxsw new ipad's ... got something cheer :) {link},6,3
seems like #sxsw design talk focus ipad/mobile. need take advice go talk outside domain.,9,2
stupid #sxsw ? find #mac game {link} via #ipad 1&amp;2 {link},9,2
building success google buzz doubt ;) google launch circle social network #sxsw? {link},5,3
"google launch major new social network called circles, possibly today {link} #sxswû",3,2
#sxsw #lost #reward finding #iphone 4g (black case) back austin yellow #cab - dropped 3:30 today - call 512-457-8800,9,2
"apparently, google &quot;ad preferences&quot; see google think like. #seenocreepy #sxsw",9,2
"two-week pop-up #apple store downtown austin, time #sxsw ipad2. cool.",6,3
almost every &quot;how _______?&quot; answered w google doc session. #sxsw #looseorganizations,5,3
could win #sony xperia play buy later today #sxsw detail #android,9,2
google patented something i.e. (age domain ranking algorithm) mean use #qagb #sxsw,9,1
@swonderlin wait #ipad also. sale #sxsw.,6,3
"oh, #apple... ridiculous: even begins, apple winsåê#sxsw {link} via",2,3
"agree, they're great! &quot;iphone apps mealtime&quot; {link} (via #bizzy #sxsw",7,3
"wow, twitter. look google :). honor everyone twitter doing? #sxsw",9,2
"ipad sold out, 70% went new buyer [report] - {link} #sxsw #socialmedia #tech #ipad2 #media",9,2
where's apple store austin #sxsw?,9,2
"google launch major new social network called circles, possibly today (updated - today, #sxsw) {link} via",9,2
"announced: today, longer wine library tv. new app iphone daily grape. #sxsw",9,2
"papa sangre, immersive audio game iphone, free today. highly recommended. #papasangre #sxsw",7,3
rumor google launching new social network called #circles today #sxswi #sxsw {link},9,2
#sxsw talk - demo'ing google place w/ hotpot! integrated rating/recommendation system android/iphone - cool stuff!!!,5,3
"another pov #sxsw: &quot;the future reading online customization &amp; sharing, tablet (yet)&quot; | fast company - {link}",9,2
.crowdbeacon put together guide #sxsw {link} latest update iphone app going sick.,7,3
"listening marissa meyer, head google social get grilled jc penney lol #sxsw",9,2
got #vmware talent community ipad app rockin signing talented professional tonight! find me! #sxsw {link},7,3
"well hello, #sxsw! here's free itunes sampler, celebrate festival year: {link}",9,2
khoi vinh (@mention say conde nast's headlong rush ipad publishing &quot;fundamental misunderstanding&quot; platform #sxsw,9,2
right next google building! #sxsw (@mention hyatt place ûó arboretum) {link},9,2
photo booth action google party! love good photo booth #sxsw {link},3,3
{link} think get bos buy new ipads weekend? #sxsw,9,2
wow. i'm spending minute #sxsw line to. apple popup store #sxsw {link},9,2
"best swag ever. thanks charging iphone thanks you, too. #sxsw {link}",8,3
back #sxsw he's brought ipad *slips bag* jammy bugger,6,3
better living cloud computing #sxsw session john wiley google #bettercloud,9,2
"tweet register exclusive pass events, party + ipad #sxsw - &quot;give liberty and/or free #sxswpass - please rt&quot;",9,2
course apple built temp store austin. texas. understand concept corralling cattle #sxsw #pickmeupanipad2,2,1
open temporary store sxsw {link} use #sxsw,9,2
post: sxswi 2011. day 1. #bpm #sxsw {link} - surprised run two bpm folks! pop-up apple store,9,2
"cool! apple opened makeshift store #sxsw, ipad2 available 5pm today... #tempted",9,2
sxsw recap day greaaat? exploring brand mascot digital age - {link} #sxsw #hotsheet,9,2
google map mobile route option save user yr time. every day. #sxsw,5,3
really long line get aclu/google party. sure wait out. #sxsw,3,3
"innovation banking coming mobile. innovator apple, google verizon #sxsw #bankinnovation",3,3
interesting presentation building #netflix iphone app #sxsw {link},7,3
spotted #sxsw: man need ipad (2?) ûò {link} #sxswi,6,3
watch #sxsw {link},9,2
woo hoo! finally back iphone. {link} #sxsw #il,8,3
line temp apple store #sxsw!! gotto get #ipad2 !!,6,3
watch ears! i'll austin convention center today w/ fam... showing new iphone game. #sxsw,9,3
"tim o'reilly web 2.0 definition - company survived built value consumer-generated data. ebay, amazon, google. #sxsw",9,2
still waiting someone stop new ipad game it. prize waiting you! #sxsw,6,3
rumor google launching new social network called #circles today #sxswi #sxsw {link},3,3
mayer say make sense condense google's location product &amp; feature experiment show one successful #sxsw #suxsw,9,2
'this technology happen iphone' - nokia #pushsnowboarding #sxsw,8,1
"google preview major new social service, circles, #sxsw today, say {link} (ht",9,2
... maybe not: {link} #google #circles #sxsw,9,2
sad i'm there!! ûï@mention head {link} 1pm cst today win vip access acoustic solo set #sxsw,9,2
apple 200m users' credit card sync'd itunes one click purchase. . #winning #sxsw,9,2
mayer: think simplicity lot google developing products. #sxsw ^jr,9,3
know geek #16162: cross road take picture apple pop-up store #sxsw {link},2,3
enjoying rooftop terrace speakeasy. reassured 'extraordinary hacking' google meant soft couch bar #sxsw,9,2
excited know google circles. lucky folk sxsw first see? possible launch today: {link} #sxsw,5,3
"putting pop apple store #sxsw smart, talk understanding demo's needs!",2,3
thanks free drink google! #sxsw (@mention speakeasy w/ others) {link},3,3
#sxsw #metricsdrivendesign. wrote response exactly regard speaker google reference uidesignguide.com search blog response,9,2
. double fisting keynote #sxsw #apple {link},9,2
"one time, feeling: android developer meetup saturday #sxsw! 12:30pm sat, hilton 615ab. welcome! rt, might.",9,2
"diller say google tv &quot;might run playstation xbox, essentially ready today.&quot; #sxsw #diller",5,1
app called 'your hands' #sxsw need app turn iphone wifi mouse ipad. exist?,9,2
"ipad giveaway full-force! person friend his/her city end #sxsw wins! hint, strong email list work well! #sxswi",6,3
time wrote article u dubbing filmaster &quot;foursquare cinemaphiles&quot; {link} #sxsw,9,2
"interesting --&gt;&gt; google launch major new social network called circles, possibly today {link} #sxsw",9,2
novelty ipad news apps fade fast among #sxsw delegate - {link},7,1
woohoo! #hollergram app killing #sxsw {link},7,3
future google: contextual discovery. location + context help u go deeper ever. search without search #sxsw,3,3
win ipad sxsw via ! #sxsw {link},9,2
double ipad dj full across sky #sxsw #tweethouse {link},9,2
verizon iphones fell back hour instead springing ahead {link} #sxsw #tech,9,2
i'm unique #sxsw i'm one w/ iphone 3gs. others follower iphone 4. #winning,9,2
i'm thinking may actually take laptop #sxsw. ipad alone may enough trip.,6,1
"photo: ooh, triple: macbook, ipad, iphone simultaneously #sxsw (taken instagram hyatt regency... {link}",9,2
essential #sxsw tools: {link},9,2
mass google-zation (ranking /indexing educational assets) vs. lost sea uncatalogued material present #futureofed #gsdm #sxsw,9,2
6th congress scarborough bldg. temporary apple store setup? #sxsw,9,2
wow suck {link} ipad #sxsw rebecca black #fab5,6,1
bad want go home read google reader feed? #geek #sxsw,5,3
"&quot;before even begins, apple win #sxsw&quot;: apple setup temporary store austin ipad launch march 11th {link}",2,3
google party...awesome. #sxsw,3,3
google web fonts...pretty... #sxsw #tradeshow {link},5,3
worked create open-source s2 fill gap needed location-based application use nosql db model #sxsw,9,2
"#apple opening pop-up store austin #sxsw geekfest [apple]: brian lam, theû_ {link}",9,2
wonder percentage #sxsw interactive participant iphone. gotta high,8,3
google #h4ckers audience 95% male- devs smart (&amp; easy there's free alcohol) ;) #sxsw speakeasy {link},9,2
ipad case talking search research #sxsw!,9,2
#sxsw app schedule #fail try sched.org - google: sched sxsw click first link. unofficial party room counts. genius.,9,2
#sxsw wanted get right #dokobots really ingenious #iphone game.,7,3
#ipad go sale friday -- day #sxsw starts. wonder many sxsw attendee spend friday standing line. #gsdm,6,2
"apple set open 'popup shop' austin #sxsw. rim/hp r going lease store next door,put ûïcoming soonû sign {link}",9,2
&quot;your mom ipad: designing boomers&quot; full house. #rebeltv spirit? {link} #sxsw,9,2
"#tech #sxsw, #apple school marketing expert {link} #technology",9,2
#sxsw thanks ever present iphone barging tables...,9,3
see tweet re:ipad sold #sxsw ?,9,2
.@mention google connect digital &amp; physical world mobile - {link} #sxsw,9,2
"since i'm listening google's marissa mayer, engaging twitter i'm wondering heck happened google buzz. #sxsw",5,3
"way #sxsw, see tonight! hopefully new ipad ;) (@mention san francisco international airport (sfo)) {link}",6,3
#webmobile talking #mvideo. talked iphone android video 85% phones? #sxsw,9,2
"ha, seems like --&gt; ûï@mention news sxswi apple's temporary ipad store? #sxsw #wth?û",2,1
".@mention &quot;google launched checkins month ago.&quot; check in ok, check out future. #sxsw #bizzy (via",9,2
say ûïforget youû ur red bar! 1st meet u front hall minute win dual compatible juice pack air iphone #sxsw,9,2
sound good.i look forward learning more.my quick google learn also produced: {link} #sxsw,3,3
watching ipad-made movie #busy make wish whatever party made instead of... here. #sxsw,9,2
got custome iphone case #sxsw - artwork favorite blackbook piece {link},8,3
new social network may debut #sxsw google circle {link} #eatdrinktweet done yet!,5,3
#uxdes glad standard #ipad navigation tools. might one! #sxsw,9,0
last year traveled heavy...this year light. i'll get right next year. left ipad home. #sxsw,9,2
"totally! mean, number company seemed offering thing #sxsw sad. apple beat you, give guys.",2,3
#seenatsxsw2011 best thing seen #sxsw far...a man begging street corner money ipad front apple store. sad,9,2
smart! apple open pop-up store austin people #sxsw get new ipads. bit.ly/i41h53 (via,9,3
"looking space #escape #sxsw, stop arthaus! {link}",9,2
noticed dst coming weekend. many iphone user hour late sxsw come sunday morning? #sxsw #iphone,8,1
google spreadsheet party #sxsw year o_o {link},9,2
google map used provide common reference point printed fast paced ground reaction #arabspring #sxsw,9,2
"google launch major new social network called circles, possibly today {link} #sxsw",9,2
#want: micro usb charger samsung android kindle #sxsw starting 3/11. pay $10 days: {link} #snapgoods,9,2
&quot;austin guide -lonely planet&quot; currently free #iphone app store #sxsw,9,2
marissa mayer google speaking #sxsw mobile phone usage google map surpassed online use past couple month,5,3
apple opening pop-up store downtown austin ipod launch #sxsw {link},9,2
"suck. google preview major new social service, circles, #sxsw today {link}",5,1
where's apple #sxsw set-up? anyone get in?,9,2
"{link} apple open temp store #sxsw event start day, good work apple !",2,3
beautifully smart simple idea wrote #hollergram ipad app #sxsw! {link},7,3
sxsw ladies: ipad bot twitter creator persistent guy chased last night. #hopeyoudidntgivehimnone #sxsw,9,2
"serìá cierto? google launch major new social network called circles, possibly today rww.to/f6bcet #sxsw",9,2
"chimpit party, plutopia, google, maybe movie. #sxsw start today :)",9,2
peter cashmore ipad 2: minor improvement. worth unless money burn. #sxsw,6,1
following #leanux panel #sxsw realtime google doc {link} thanks,9,2
today's session (1 2) #sxsw -- print design future: {link} | mom/ipad: {link},9,2
google announces check-ins: sxsw location-based geo-fencing application - {link} #ireport #wssxsw #sxsw #scrm #sm #marketing,9,2
anyone see/visit temporary apple store #sxsw ?,9,3
"tech interaction event ipad apps, right? {link} #sxsw",9,2
{link} rtûï@mention google launch major new social network called circles. #sxswû,9,2
"today #sxsw: bulletproof ux strategy, game &amp; design pattern google, anatomy design decision.",9,2
note self: never try convince person useful twitter day featuring #sxsw &amp; apple product release.,9,2
"#google coming social network #sxsw. mean they're working something, though. #technews",9,2
i'm #touchingstories #ipad and/or #tablet #sxsw workshop. would love chat afteward!,9,2
"#sxsw toolkit: laptop+charger, iphone, h2o, bike, &amp; shades: i'm walking apple ad touch rei. what's #sxswtoolkit?",2,3
case rabbit forgot home! apple opening pop-up store austin #sxsw {link},9,2
÷¼ right rain! ÷_ {link} ã_ #edchat #musedchat #sxsw #sxswi #classical #newtwitter,9,2
anyone #sxsw want sell old ipad?,9,2
iphone #sxsw app would b pretty awesome crash every 10mins extended browsing. #fuckit #illmakeitwork,7,1
next life i'm coming back ipad 2. woman can't keep hand thing. #sxsw,6,3
we're launching product #sxsw plenty else. join u #h4ckers today {link},9,2
apple's #ipad pop-up shop #sxsw {link},9,2
n2: first meeting {link} [codes valid: 12:00-3:59:59p 03/11/11] #infektd #sxsw #necro,9,2
here's pic winning ipad! #unsix #sxsw cc {link} (cont) {link},9,2
going #sxsw? compiled list top smartphone apps austin. {link} #iphone #droid,9,2
&quot;you google canadian tuxedo lose hours&quot; #sxsw,9,2
"one watch... launch major new social network called circles, possibly today {link} #sxsw",9,2
downloading #sxsw: featured artist - {link} #itunes,9,2
wish #sxsw right now. lot action taking place. sure fun. nevertheless google find ton news.,9,3
"we're officially #sxsw! come grill, mention u w/ #zazzlsxsw youûªll get make iphone case!",9,2
"checking new fast society app. iphone ... kinda like group foursquare, nice #sxsw. thanks sharing!",7,3
brown paper coming window #sxsw popup apple store. {link},9,2
"i'd take #sxsw hashtags scheen, ipad/ipad2, tv sport tweet day, needing filterû_ {link}",9,0
"even begins, #apple win #sxsw {link}",2,3
i'm know i'm going austin tomorrow iphone definitely trying convince i'm going autism. #sxsw,9,2
#sxsw ipad store sold everything except 64gig wifi white,9,2
thank you! #sxsw #touchingstories great presentation future digital magazine {link} (@mention,9,2
feature iphone. #sxsw week!,8,3
first #sxsw blog post grand opening apple popup store {link},2,3
"also, ipad ordered. stand line, wasting valuable fellowship time. #sxsw",6,3
great free music! -- 20+ free tracks- #sxsw music sampler available ) #fb,9,2
new circle game? google (tries again) launch new social network called circles: {link} #sxsw,5,1
"#apple open &quot;pop-up&quot; store across street #sxsw two weeks? umm, genius. obvious... *cough (#ipad2) cough*",2,3
thank u ur tweet japan #sxsw ..trying get donation booth i'm iphone plz help,9,2
anyone #sxsw want ipad 2? i'm line pick one someone willing pay grab you?,9,2
i'm watching &quot;designing ipad interface - new navigation schemas&quot; #sxsw. #uxdes,9,2
"hey, apple fans! get peek space that's slated pop-up #sxsw apple store tomorrow: {link}",2,3
"looking around sxswi, would think apple tech company existence. #sxsw",9,2
"even begins, apple win #sxsw - techcrunch - {link} #ipad",2,3
genius idea apple popup store #sxsw {link},2,3
"omg, guy next brand-new ipad trying understand twitter. never used before. painful #sxsw",9,2
know bad un-rsvp see/use calendar. #iphone #sxsw #fml,9,1
watching talk guy hired jony ive apple. #sxsw #industrialdesign,9,2
what's best ipad app (offline) viewing #sxsw program?,9,2
false alarm: google circle coming nowûòand probably ever {link} {link} #sxsw #sxswi,9,2
trying update software (4.0) iphone download #sxsw app. far luck - wonder phone mexico.,9,1
new social network? &gt; interrupt regularly scheduled #sxsw geek programming big news {link} #google,9,2
u r coming #sxsw :) dwnld #groundlink app &amp; ride $10 austin sxswi{link} see u booth,9,2
"location, location location ! {link} via #google #sxsw",9,2
#sxsw #crm #scrm join sxsw next sunday 3/13 noon hilton austin coffee &amp; chat. old act! user &amp; show viporbit iphone,9,2
apple out-markets comer #sxsw {link},2,3
"left white iphone 4g cab austin #sxsw internet, please help.",9,2
"tweet stalled. data sluggish. come at&amp;t, verizon embarrassing iphone customer switched. #sxsw #iphone",9,2
c40: nice shot {link} [codes valid: 8:00-11:59:59p 03/14/11] #infektd #sxsw #cvdc,9,2
"rt@mention what's going #sxsw today? share photos, video ireport: {link} #cnn iphone app!",7,3
#techcrunch #google launchrock vencorps want give $30k ûïbestû startup #sxsw: l... {link} #facebook,9,2
ipad also cartoonishly large digital camera. #sxsw #cstejas {link},9,0
lot o' free music #sxsw bands: {link} {link},9,2
final preparation launch underway. join tomorrow - 03/10 - we've got special android promotion starting then! #sxsw,0,3
would love chk #ie9 #sxsw handset thats upcoming seduce away,9,2
black white ipad? #sxsw #ipad2,9,2
android developer friends: let's hang 12:30p saturday #sxsw: {link} fellow andro-nerds.,9,2
"iphone alarm botch timechange, many #sxsw'ers freak? late flights, missed panels, behind bloody marys...",8,1
google reveal new social network called circles? #google #facebook #twitter #sxsw {link} via,9,2
cobra iradar detection system coming android next month {link} #android #gps #iphone #sxsw,1,3
thing got smarmcake #sxsw writeup #google #ontologists. {link} #ontologyshoutoutwut,9,2
jamin #sxsw itunes album {link},9,2
google launching new social network (called circles) today #sxsw? {link},9,2
tomlinson tx observer say apple subscription data holding biggest impediment success. #newsapps #sxsw,9,2
#google going try #socialnetworking #googlecircles announced today #sxsw shall see...,9,2
bandcamp offering one day free streaming music... {link} #music #bandcamp #music #sxsw #sxsw_2011 #cyber #iphone,9,2
apple set open popup shop austin (6th &amp; con) sxsw {link} via #sxsw #sxswprsa #prsa,9,2
"google launch major new social network called circles, {link} #sxsw - brazil's orkut user waiting.",5,3
"#notatsxsw (or #sxsw), here's {link} free download meet nearby pep",9,2
medium circus: guy walk apple's popup store #sxsw 1st #ipad2 now. austin 6th &amp; congress. {link},9,2
#jealous line apple's ipad popup store already wrapping around block. #sxsw {link},9,2
got craving? #sxsw mind created app - foodspotting {link} #iphone #apps,7,3
"ok, definitely need ipad #sxsw #gadgetenvy",6,3
"google map 5.2 demo render quickly, 3d building landscape included basic maps. #marissagoogle #sxsw",5,3
#sxsw apple &quot;pop-up&quot; store nuts. still packed 11:30. {link},2,2
"it, got resist. wearing blue jeans, black shirt, sneaker standing line new ipad #sxsw",9,3
"awesome hand review ipad coming tomorrow , guest post - he's #sxsw",6,3
"#sxsw sponsored apple, plaid, boy i'm attracted to.",2,3
heading #sxsw weekend? author hosting android dev meetup. stop by! {link},9,2
track. yr thought google's incognito browsing? #sxsw #payingwithdata,9,2
#socialmedia #music story may missed weekend {link} via #sxsw #ipad2 #iphone,9,2
food thought: prefer #sxsw app website scheduler. iphone changed life. interesting smart phone changed communications.,8,3
look like fun session #sxsw: &quot;mistakes made building nextflix iphone&quot;: {link},7,3
heading talk #searchengineland #sxsw q&amp;a session &amp; bing,9,2
ipad. flight wifi. sitting behind ready shiner. #sxsw,6,3
"share, share share more. #posterous join #sxsw pile posterous event iphone {link} #socmedia",9,3
"google circles' looms, google's nerd 'get' social? #sxsw | {link} via",9,2
rumor apple store opening #sxsw 6th &amp; congress. sign point yes! {link},2,3
installing android get vip pedicab treatment #sxsw =),1,3
"guy &amp; give ipad win :) &quot;@mention cbs, scvngr launch spy game sxsw - {link} #sxsw&quot;",9,2
flipboard launch iphone app working experience tablet #sxsw,9,2
update #recco! {link} #sxsw panels/parties def good times? follow friend who've b4 newbie.,9,2
look like fun session #sxsw: &quot;mistakes made building nextflix iphone&quot;: {link},7,3
cpmpetition difference prespective #sxsw #google #microsoft {link},9,2
marissa mayer: google connect digital &amp; physical world mobile - {link} #sxsw,9,2
4g connectivity iphone smart phone - joe berry #sxsw #connectedcar,8,3
"even begins, apple winsåêsxsw {link} #apple #sxsw",2,3
#smmnextgen tool cheap: google analytics+excel+buzzmetrics. also radian6 altimeter. #sxsw #sloansxsw,9,2
new social network may debut #sxsw google circle {link} #eatdrinktweet done yet!,9,3
apple two austin-area retail location anticipation gadget ... #ipad #sxsw #gadgets {link},2,2
mayer making clear google going straight foursquare &amp; gowalla google hotpot. #sxsw,9,2
google eat #rhizome #sxswk #sxsw hilton {link},3,1
ipad take #sxsw [video]: {link} via mashable,6,3
"know ? awesome ipad/iphone app likely appreciate design. also, they're giving free t #sxsw",7,3
"first, get papa sangre iphone. panel amazing game totally awesome. #sxsw #sxswi",7,3
help u get word #sxsw party featuring ipad2 giveaway? {link},9,2
ipad take #sxsw one biggest event 1st day sxsw wasnûªt even offic... {link},9,2
mayer: 20% google search local information #sxsw ^pr,9,2
"apple store huge success already! methinks live music capitol could use one fulltime, eh? #nudgenudge #appleatxdt #sxsw",2,3
"decided need ipad. #usguys #sxsw - agree, do!",6,3
"ûï@mention google launch major new social network called circles, possibly today {link} #sxswû something keep watch",9,2
"hey austin, know little #iphone #android, love music &amp; wanna make $20/hour #sxsw? (sure...)",9,2
apple set open popup shop core #sxsw action #ipad2 unveiling {link},9,2
picked mophie battery case iphone prep #sxsw. lugging around laptop &amp; using phone huge win last year.,8,3
ipad take #sxsw {link},6,3
"yup, third app yet. i'm android, suggestions? #sxsw cc:",9,2
#apple set open popup shop core #sxsw action {link},2,3
one #sxsw panel moderator europe say spent $3000 roaming charge iphone sxsw 2010.,9,2
talk #sxsw mistake building #netflix #iphone app,9,1
google different location services. merged? #sxsw,9,2
#sxsw guy front panel ipad etch-a-sketch case...device wonder? #iusxsw,6,3
giving away ipad kick time #sxsw. visit fb page info: {link},6,3
join lenewz fo free donut massage #sxsw trade show (booth #1422 behind google's),9,2
{link} coinsidence? sound like good strategy me. wish could go #sxsw,9,3
apple'd :s &gt; #sxsw #ipad2 austin austin's pop apple store :))) {link},9,2
feel like badass. gave free drink. #sxsw,9,2
google launch major new social network called circles. #sxsw,9,2
great preso ipad design learned stuff actually use now! #tapworthy #sxsw,6,3
got iphone android app? come see microsoft booth i'll give token free entry marketplace. ($99) #sxsw,9,2
cedar street courtyard also apple store #sxsw {link} small fan :-),2,3
#sxsw ipad app pure gold.,7,3
"thank goodness two hour break turn iphone, battery would toast! #sxsw",9,0
team android #sxsw ûò full party detail revealed! {link} #news #austin #teamandroid,9,2
"oh, oh, oh! ipad come #sxsw badge?",9,3
"hehe rtûï@mention march 11. austin, tx. people line #sxsw registration apple store? ^_^û #mobile",9,2
google launch major new social network called circles. #sxsw,9,2
second day using apple ipad2 #sxsw i'm really impressed. magnetic cover pure brilliance. using laptop old school.,6,3
woah #sxsw buzz word wake to! google work was!! #imanaussie,9,2
counting day #sxsw plus strong canadian dollar mean stock apple gear,2,3
"free #sxsw mp3 downloads, time itunes: {link}",9,2
{link} #sxsw thanks signing ipad!,6,2
heard ipad launch #sxsw pretty intense.,9,2
congrats winning last #ipad case boyfriend aw :) #sxsw #cbatsxsw,6,3
we're experimenting tinkering like nineties: &quot;best viewed ipad new best viewed internet explorer 6&quot; #sxsw,6,3
"really? so, google circle now? we're launching product #sxsw we're plenty else.",9,2
google launching check service #sxsw providing deal #fmsignal #sxswi,9,3
evidence nfc iphone via {link} #checkins #sxsw cc:,9,2
google preview major new social service called google circle today #sxsw {link},9,2
"#pepsicostage yesterday, please check bag. may ipad. lock screen tell mine. #sxsw",9,2
still use tweetie mac &amp; i'm running leopard. i'll pariah #sxsw! wish least android! something make cool.,0,3
want time said ipad! schedule heavier laptop. where's ipad already? #sxsw,6,3
82% future tablet buyer say they'll choose apple's ipad see pop-up store #sxsw {link},6,3
"#awesome &amp; ranking: normal results, quit ranking. page views, unique visitor - analytics matter #sxsw",9,2
guess google social network yet. soon? #socialmedia #sxsw #facebook #monopoly #integration {link},9,2
#sxsw line outside apple pop- store sixth &amp; congress,9,2
"1st session, designing ipad interface {link} #sxsw #uxdes",9,2
"hey , i've got another gem --&gt; free sxsw {link} #sxsw",9,2
sxsw quotables giving away ipad today - need sign {link} entered automatically. #sxsw,9,2
wanna know fast cellular signal #sxsw? get coverage: austin io (free) detailed map - {link},9,2
well put. totally agree! #apple #sxsw,9,2
random apple fan bought lunch everyone line #sxsw popup apple store #ipad2 #randomactofkindness {link},9,2
questioner #sxsw said &quot;thanks i'm big fan&quot; google's caused giggle audience laugh.,3,3
going awesome! gallery original daniel johnston art going tomorrow's #gsdm + #google industry party. #sxsw,9,2
said able get ipad #sxsw? apple opening pop-up store austin sxsw {link},9,2
smart @madebymany #hollergram ipad app #sxsw! http://t.co/a3xvwc6 (may leave vuvuzela home now),7,3
downloaded #sxsw go app android market... let's get ittttt,1,3
news industry spending r&amp;d? wait apple innovate publisher (b/c print subsidizing efforts.) #newsapps #sxsw,9,2
way apple store upgrade pager. {link} #sxsw,9,2
commented: bus #sxsw? john lennon educational tour bus iphone app {link},9,2
"#apple preparing release #ipad2 #japan nuclear power plant heat 1,000 tie usual - #sxsw heat first party nite",9,2
"checkout #tronloungesxsw see disney 2nd screen, free ipad app &amp; tronlegacy r3conf1gur3d soundtrax #sxsw",9,2
"essential #sxsw? mine? pocket camera, laptop, ipad, extra cords...",6,3
"mayer: people drive 12bn+ mile year using google map navigation. whither, sat nav? #sxsw",9,2
tim soo's invisible instrument jaw dropping. iphone+wii controller. {link} #openexhibits #sxsw,8,3
#yourmom would prob say designing ipad apps u do. #sxsw,9,2
phone staying charged? crappy #iphone would never handle #sxsw! sleep crazyfest!!!!!!,8,1
i'll bet there's lot nerd #sxsw using #iphone light saber app barroom brawl instead fists.,9,0
"found app kyping iphone's geolocation &amp; releasing background. need patch, #batterykiller #sxsw",7,1
chatting someone proliferation ipad #sxsw - like ipad reunion.,9,2
bing party location last year's google party #irony #sxsw (@mention six lounge w/ {link},9,2
rumor: apple opening temporary store downtown austin #sxsw ipad launch {link},9,2
#airline mentioned guy kawasaki delightful like apple (drumroll)... (!!) congrats! #sxsw,2,3
medium circus: guy walk apple's popup store #sxsw 1st #ipad2 now. {link},9,3
saw morning google circle would start rollout #sxsw - holding breath open-minded,9,3
"ûï@mention rumor: apple popup store downtown austin #sxsw &amp; ipad launch {link} smart move, 1of many #dfcbto",2,3
good talk akqas ipad interface w/ callback design principles. wish: go beyond media/marketing examples. #fb #sxsw,6,3
"oh .. #vimeo: iphone app submitted store, smart upload continue left service drops. #li #sxsw #video",9,2
several people/events/sessions iphone apps #sxsw?,9,2
sure! mine via ipad know #agnerd #dairy relies evernote! {link} #sxsw #agchat,6,3
#sxsw #enchantment: &quot;no one us window voluntarily.&quot; &quot;apple greatest collection egomaniac history.&quot;,2,1
#apple guy screaming running line open shop #austin #sxsw #ipad2 #crazyco {link},9,2
face ipad background image. !!! #sxsw {link},9,2
#sxsw apple store open noon day close run ipad2s. buy stock year ago?,9,2
"game plan: free food pepsi, convention center, burner party, android party luster pearl .. happens #sxsw",9,2
"another great panel pm hilton - austin's left brain search = google, right brain search = x #sxsw",3,3
80 band google/aclu party rock #sxsw {link},3,3
beautiful! knitted staircase attendance #sxsw party tomo 7pm hosted &amp; {link},9,2
"web developers: havenûªt tried new relic, sign #sxsw enter win ipad 2! come booth {link}",9,2
"room full geek talking tv, asked, &quot;who us google tv?&quot; one raised hand. #socialviewing #sxsw",5,1
everyone iphone beer. everyone. #sxswi #sxsw,9,2
totally love copia cocoon messenger ipad bag picked attending redbox/gilt group/graphic.ly sesh morning! #sxsw,4,3
"÷¼ happy woman's day! make love, fuss! ÷_ {link} ã_ #edchat #musedchat #sxsw #sxswi #classical #newtwitter",9,2
hooray ûï@mention apple opening pop-up store austin #sxsw | {link},2,3
inspiring story coming #sxsw &quot;i gave ipad money #japan relief. need ipad 2.&quot;,9,2
going send ipad mail office finish #sxsw,9,3
google launch major new social network called circle {link} #sxsw / cc,5,3
humpty hump! google aclu party like 1986! #sxsw,9,0
"google circles, new social network? #sxsw. {link}",5,2
#sxsw cool. strike conversation bloke happens work guardian &amp; hour later... {link},9,2
nice meeting last night! confession: installed ipad &amp; really like it. :-) #sxsw,7,3
google earth headline #cleantech panel #sxsw tues 3:30pm. follow #saveustechies. {link},9,2
design baby boomers: don't. john mcree #ipad design #sxsw #yourmom,9,2
ûï@mention #sxsw beta testing interactive book ipad app moonbot studio louisiana. cool app.û,7,3
"next big thing? hmmm. google launch major new social network called circles, possibly today {link} #sxsw",3,3
unloading ipads {link} #sxsw #apple #ipad2,9,2
know made #sxsw see bunch grown men hooting getting ipad,6,3
"never thought i'd sitting floor austin convention center, that's best place plug iphone charger. #sxsw",9,2
"#sxsw essentials: water/energy bars, smart phone, camera, map dt, sunglasses, rainjacket, laptop/ipad, mp3 player/ipod, earplug -...",6,3
